,UID,address,category,city,courses,coverPhoto,customCategory,dataOrigin,dateAdded,description,email,facebook,facebookID,logo,mapblock,mobile,organization,perioxi,phone,place,profilePhoto,rensponsible,school,slugCategories,slugSubcategories,subcategory,toPublish,type,userID,verified,website,yearCreated,zipcode
64,785,"Λευκάδος 10, Βούλα, ΤΚ 16673",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/urbanyogagr,urbanyogagr,urban-yoga-logo1.jpg,,,,Βούλα,,,,,Urban Yoga,kleistou-xorou,yoga,Yoga,YES,,,NO,http://www.urbanyoga.gr/,,16673
65,662,"Ιωνίας 9,Άλιμος,Τ.Κ. 17456",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@twinsfit.gr,https://www.facebook.com/TwinsFitAthens?fref=ts,TwinsFitAthens,10360397_299766336880388_8654016419344381176_n.png,,,,Άλιμος,,,,,Twins Fit Aliki & Maria Dimakopoulou,kleistou-xorou,#REF!,,YES,,,NO,http://www.twinsfit.gr/,,17456
66,312,"Δήμητρας 11,Άγιος Δημήτριος",Πολεμικές τέχνες,Αθήνα,,,"Sanda,Krav Maga,Boxing",fightsports.gr,,,tragakis@yahoo.com,https://www.facebook.com/TragakisStudio?fref=ts,TragakisStudio,http://www.fightsports.gr/wp-content/uploads/2016/01/tragakis-studio-logo.jpg,,6932 222 535,,,210 97 67 458,,,,Tragakis Studio,polemikes-texnes,#REF!,,YES,,,NO,,,
67,888,"Διονύσιου Πλαστήρα 50,Διόνυσος,Τ.Κ: 14576",Πολεμικές τέχνες,Αθήνα,,,,wefit,,,giannis.govas@gmail.com,https://www.facebook.com/tkdjaguar.gr/timeline,tkdjaguar.gr,1460267_1381808752039813_1848506952_n.png,,,,Διόνυσος,,,,,Taekwondo Jaguar,polemikes-texnes,#REF!,,YES,,,NO,http://taekwondo-jaguar.gr/,,14576
68,340,"Γρηγορίου Λαμπράκη 45,Ταύρος",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,khrugkitsas@gmail.com,https://www.facebook.com/tigercamp.gr,tigercamp.gr,http://www.fightsports.gr/wp-content/uploads/2013/12/tiger-muay-thai-boran-logo-.jpg,,,,,Κιν.: 6909 151 560,,,,Tiger Muay Thai Boran Camp,polemikes-texnes,muay-thai,Muay Thai,YES,,,NO,,,
69,251,Αθήνα & Θεσσαλονίκη,Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,info@theringboxingacademy.gr,https://www.facebook.com/theRingBoxingAcademy/,theRingBoxingAcademy,http://www.fightsports.gr/wp-content/uploads/2017/12/the-ring-boxing-academy.jpg,,6971 804 244,,,,,,,The Ring Boxing Academy,polemikes-texnes,boxing,Boxing,YES,,,NO,,,
70,276,"Σοφοκλέους 12,Χαϊδάρι",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,,https://www.facebook.com/theimmortalsgymgr/,theimmortalsgymgr,http://www.fightsports.gr/wp-content/uploads/2017/06/the-immortals-logo.jpg,,6944 282 183,,,2130 428 511,,,,The Immortals,polemikes-texnes,boxing,Boxing,YES,,,NO,,,
71,252,"Αθανασίου Διάκου 26,Δάσος Χαϊδαρίου",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,thegunacademy@gmail.com,https://www.facebook.com/thegunacademy/,thegunacademy,http://www.fightsports.gr/wp-content/uploads/2017/12/24899184_1913497898911026_946782908_n.jpg,,6970 255 005,,,,,,,The Gun Academy,polemikes-texnes,kickboxing,Kick Boxing,YES,,,NO,,,
72,859,"Φοίβης 13,Γλυφάδα,Τ.Κ. 16674",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/theEdgeGlyfadas,theEdgeGlyfadas,1185013_561335930569165_559674972_n.jpg,,,,Γλυφάδα,,,,,EDGE performance center,kleistou-xorou,personal-trainer,Personal Trainer,YES,,,NO,,,16674
73,1717,"Κορυζή 28, Ταύρος, ΤΚ 17778",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@tctavros.gr,https://www.facebook.com/theConcept.tavrou,theConcept.tavrou,10481659_270741016451542_5045148175655360785_o.jpg,,,,Ταύρος,,,,,The Concept Group Fitness Terminal,kleistou-xorou,#REF!,,YES,,,NO,http://tctavros.gr/,,17778
74,976,"Σελήνης 23,Ηράκλειο,Τ.Κ:  14123",Πολεμικές τέχνες,Αθήνα,,,,wefit,,,taichiathens@gmail.com,https://www.facebook.com/TaiChiChuanAthens,TaiChiChuanAthens,149388_774579132616028_1860116670175726625_n.jpg,,,,Ηράκλειο,,,,,Athens Tai Chi Chuan Association,polemikes-texnes,#REF!,,YES,,,NO,http://taichiathens.gr/,,14123
75,368,"Χαροκόπου 115-117,Καλλιθέα",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,gtagas73@gmail.com,https://www.facebook.com/tagasteam/?fref=ts,tagasteam,http://www.fightsports.gr/wp-content/uploads/2012/10/logo-theagenis.jpg,,6974 873 656,,,210 95 66 368,,,,Αθλητικός Σύλλογος Taekwondo ΘΕΑΓΕΝΗΣ,polemikes-texnes,tae-kwon-do,Tae Kwon Do,YES,,,NO,,,
76,293,"Σαρανταπόρου 62,Περιστέρι",Πολεμικές τέχνες,Αθήνα,,,"Kickboxing,Boxing,Tae Kwon Do",fightsports.gr,,,,https://www.facebook.com/taekwodokickboxing/,taekwodokickboxing,http://www.fightsports.gr/wp-content/uploads/2016/10/parasidis-logo.jpg,,6945 242 388,,,210 57 54 640,,,,Α.Σ Taekwondo Περιστερίου Παρασίδης,polemikes-texnes,#REF!,,YES,,,NO,,,
77,632,"Θηβών 333 & Βάρναλη 1,Αιγάλεω,Τ.Κ 12242",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/stonehammerpersonalcenter,stonehammerpersonalcenter,1800336_721987294501115_996587996_n.jpg,,,,Αιγάλεω,,,,,Personal Center,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,,,12242
78,1590,"Μεσολογγίου 54, Περιστέρι, Τ.Κ 12134",Κλειστού Χώρου,Αθήνα,,,,wefit,,,smilestudios@smilestudios.gr,https://www.facebook.com/smilestudios,smilestudios,418672_332680826826045_571104125_n.jpg,,,,Περιστέρι,,,,,Smiles,kleistou-xorou,#REF!,,YES,,,NO,http://www.smilestudios.gr/,,12134
79,1554,"Ακτή Θεμιστοκλέους 74, Πειραϊκή, ΤΚ 18537",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@slicegym.gr,https://www.facebook.com/SliceGym,SliceGym,logo (63).jpg,,,,Πειραϊκή,,,,,Slice Fitness Hall,kleistou-xorou,#REF!,,YES,,,NO,http://www.slicegym.gr/,,18537
80,261,"Ανδρομάχης 52,Καλλιθέα",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,,https://www.facebook.com/skarogiannis.team.karate/,skarogiannis.team.karate,http://www.fightsports.gr/wp-content/uploads/2016/09/skarogiannis-stelios-house-of-champions-logo.jpg,,6932 404 566 - 6980 056 394,,,210 95 72 736,,,,Skarogiannis Team – House of Champions,polemikes-texnes,karate,Karate,YES,,,NO,,,
81,1142,"Βασίλειου Μέλετη 5,Κερατσίνι,Τ.Κ: 18757",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@silvereight.gr,https://www.facebook.com/silvereightstudio?fref=ts,silvereightstudio,10290631_858685237526228_4003108191826022834_n.jpg,,,,Κερατσίνι,,,,,Silvereight,kleistou-xorou,#REF!,,YES,,,NO,http://www.silvereight.gr/,,18757
82,1159,"Μάρκου Mπότσαρη 30,Κηφισιά,Τ.Κ. 14561",Πολεμικές τέχνες,Αθήνα,,,,wefit,,,shiaiclub@gmail.com,https://www.facebook.com/shiaiclub/timeline,shiaiclub,logo (26).jpg,,,,Κηφισιά,,,,,Shiai Club,polemikes-texnes,#REF!,,YES,,,NO,,,14561
83,1594,"Αγίου Πέτρου 25,Περιστέρι,Τ.Κ: 12135",Πολεμικές τέχνες,Αθήνα,,,,wefit,,,alexop_n@yahoo.gr,https://www.facebook.com/shaolinperisteri,shaolinperisteri,img_20170626_131003.jpg,,,,Περιστέρι,,,,,"Παραδοσιακό Σαολίν & Τάι Τσι ""Shaolin Temple Greece-Peristeri""",polemikes-texnes,#REF!,,YES,,,NO,http://www.shaolin.com.gr/,,12135
84,979,"Πλαπούτα & Καλλικράτους 4 ,Ηράκλειο,Τ.Κ: 14122",Πολεμικές τέχνες,Αθήνα,,,,wefit,,,iraklio@shaolin.com.gr,https://www.facebook.com/shaolingongfu.gr/timeline,shaolingongfu.gr,75976_567114973305183_721611877_n.png,,,,Ηράκλειο,,,,,"Shaolin Gong Fu ""Η Πηγή του Νεαρού Δάσους """,polemikes-texnes,#REF!,,YES,,,NO,http://www.shaolin.com.gr/,,14122
85,1278,"Βασιλίσσης Σοφίας 26-28,2ος όροφος,Μαρούσι,Τ.Κ: 15124",Κλειστού Χώρου,Αθήνα,,,,wefit,,,contact@sahajayoga.gr,https://www.facebook.com/sahajayogahellas,sahajayogahellas,logo (4).png,,,,Μαρούσι,,,,,Sahaja Yoga,kleistou-xorou,yoga,YOGA,YES,,,NO,http://www.sahajayoga.gr/en/,,15124
86,124,"Leof. Irinis 87, Perama 188 63, Greece",Αθλητισμός,Αθήνα,,,,hunter.io,,,,https://www.facebook.com/rythmoskaikinisiperama/about/?entry_point=page_nav_about_item&tab=overview/,rythmoskaikinisiperama,,,,,,21 0441 4890,,,,Ρυθμος & Κινηση,athlitismos,gymnastics-rithmiki,Ενόργανη-Ρυθμική,YES,,,NO,,,
87,978,"Προβελέγγιου 4, Ηράκλειο, TK 14122",ΑΘΛΗΜΑΤΑ ΒΟΥΝΟΥ,Αθήνα,,,,wefit,,,info@rockwayclimbing.com,https://www.facebook.com/rockway.climbing,rockway.climbing,top_logo.jpg,,,,Ηράκλειο,,,,,Rock way climbing gym,#N/A,#REF!,,YES,,,NO,http://www.rockwayclimbing.com/el/,,14122
88,634,"Βάλτετσίου 3,Αιγάλεω,Τ.Κ: 12241",Αθλητισμός,Αθήνα,,,,wefit,,,,https://www.facebook.com/RhytmicsGymnastics?fref=ts,RhytmicsGymnastics,223932_507302289284157_1160977415_n.jpg,,,,Αιγάλεω,,,,,Σ.ΦΙ.ΓΑ(σύλλογος φίλων γυμναστικής Αιγάλεω),athlitismos,gymnastics-rithmiki,Ενόργανη-Ρυθμική,YES,,,NO,,,12241
89,148,ΟΑΚΑ-ΣΤΙΒΟΣ,Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@replayce.com,https://www.facebook.com/ReplayceAlternativeEducationalSystem/timeline,ReplayceAlternativeEducationalSystem,1513780_610255779105801_1982676056844512528_n.jpg,,,,,,,,,Replayce,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://www.replayce.com/,,
90,799,"Α. Διάκου 12 & Μ. Αλεξάνδρου,Βριλήσσια,Τ.Κ. 15235",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@redblossom.gr,https://www.facebook.com/RedblossomBodyMind,RedblossomBodyMind,95f09d_30423d0a7a3cfe8519b18921ec0c6cbbpng_srz_p_100_126_75_22_050_120_0.png,,,,Βριλήσσια,,,,,Redblossom Body & Mind,kleistou-xorou,pilates,Pilates,YES,,,NO,http://www.redblossom.gr/,,15235
91,595,"Ηρώων Πολυτεχνείου 13,Άγιος Στέφανος,Τ.Κ: 14565",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/RealRyderStudio.Gr,RealRyderStudio.Gr,cropped-realryder-logo2.jpg,,,,ΆγιοςΣτέφανος,,,,,Real Ryder Studio,kleistou-xorou,#REF!,,YES,,,NO,http://www.realryderstudio.gr/,,14565
92,275,"26ο χλμ Αθηνών Λαυρίου,Κορωπί",Πολεμικές τέχνες,Αθήνα,,,"Grappling,MMA,Kickboxing",fightsports.gr,,,ellinikospyrsos@yahoo.gr,https://www.facebook.com/pyrsosfightteam/,pyrsosfightteam,http://www.fightsports.gr/wp-content/uploads/2017/06/pyrsos-fight-team-logo.jpg,,6977 564 539,,,2155 201 707,,,,Pyrsos Fight Team (ΑΓΣ ΚΟΡΩΠΙΟΥ ΕΛ. ΠΥΡΣΟΣ),polemikes-texnes,#REF!,,YES,,,NO,,,
93,352,"Κίμωνος 5,Νίκαια",Πολεμικές τέχνες,Αθήνα,,,"Krav Maga,Muay Thai,MMA,Kickboxing",fightsports.gr,,,psilopatisgiorgos@gmail.com,https://www.facebook.com/PsilopatisSpartansAcademy/,PsilopatisSpartansAcademy,http://www.fightsports.gr/wp-content/uploads/2013/12/psilopatis-camp-logo.jpg,,6970 621 717,,,2155 506 475,,,,Α.Σ Σπαρτιάτικη Ακαδημία (Psilopatis Camp),polemikes-texnes,#REF!,,YES,,,NO,,,
94,1447,"Κίμωνος 1 & Αχιλλέως, Νίκαια, ΤΚ 18454",Πολεμικές τέχνες,Αθήνα,,,,wefit,,,spartiatiki_akadimia@hotmail.com,https://www.facebook.com/PsilopatisSpartansAcademy?fref=ts,PsilopatisSpartansAcademy,logo (7).jpg,,,,Νίκαια,,,,,Psilopatis Camp,polemikes-texnes,#REF!,,YES,,,NO,http://www.muaythaicamp.gr/,,18454
95,1767,"Κώστα Βάρναλη 27,Χαλάνδρι,Τ.Κ: 15233",Πολεμικές τέχνες,Αθήνα,,,,wefit,,,mountakis.p@gmail.com,https://www.facebook.com/promachosboxing/timeline,promachosboxing,10440704_570597886382192_6089963277984118493_n.png,,,,Χαλάνδρι,,,,,Promachos Boxing Club,polemikes-texnes,#REF!,,YES,,,NO,,,15233
96,1406,"Αλεξάνδρου Παπαναστασίου 4,Νέα Φιλαδέλφεια,Τ.Κ 14341",Αθλητισμός,Αθήνα,,,,wefit,,,info@pmahellas.com,https://www.facebook.com/pmahellas?fref=ts,pmahellas,pma-hellas-square-canvas.jpg,,,,ΝέαΦιλαδέλφεια,,,,,PMA Hellas,athlitismos,fencing,Ξιφασκία,YES,,,NO,http://www.pmahellas.com/,,14341
97,1229,"Πέρδικας 1,Λαύριο,Τ.Κ: 19500",ΚΑΤΑΔΥΤΙΚΑ ΚΕΝΤΡΑ,Αθήνα,,,,wefit,,,info@planetblue.gr,https://www.facebook.com/planetbluedivingcenter?fref=ts,planetbluedivingcenter,logo (23).png,,,,Λαύριο,,,,,Planet Blue Diving Center,#N/A,#REF!,,YES,,,NO,http://www.planetblue.gr/content/index.php?option=com_content&view=frontpage&Itemid=57,,19500
98,798,"Λεωφ. Πεντέλης 132, Βριλήσσια,Τ.Κ 152 35",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/planet.vrilissia?fref=ts,planet.vrilissia,logo.png,,,,Βριλήσσια,,,,,PLANET FITNESS AND MORE,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://planetfitness.gr/clubs/vrilissia/,,15235
99,1809,"Λεωφ. Κηφισίας 338, Ψυχικό,T.K. 154 51",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/planet.psychiko/info?tab=overview,planet.psychiko,logo (2).png,,,,Ψυχικό,,,,,PLANET FITNESS & MORE,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://planetfitness.gr/clubs/psychiko/,,15451
100,302,"Ομηρίδου Σκυλίτση 14,Πειραιάς",Πολεμικές τέχνες,Αθήνα,,,"Sanda,Kickboxing,Boxing",fightsports.gr,,,stavrosstof@gmail.com,https://www.facebook.com/piraeuscolosseum.arena,piraeuscolosseum.arena,http://www.fightsports.gr/wp-content/uploads/2014/02/293380_107045552735688_594066346_n.jpg,,6932 567 063 - 6945 024 958,,,210 42 21 322,,,,Colosseum Fighting Arena,polemikes-texnes,#REF!,,YES,,,NO,,,
101,1160,"Χελιδονούς 20Α,Κηφισιά,Τ.Κ: 14564",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/pilateskifissia,pilateskifissia,1476145_632243463505579_974288220_n.jpg,,,,Κηφισιά,,,,,Studio Pilates San Tsai,kleistou-xorou,pilates,Pilates,YES,,,NO,http://www.pilateskifissia.gr/index.php?option=com_content&view=frontpage&Itemid=1,,14564
102,1777,"Παπαναστασίου 3,Χαλάνδρι (ΜΕΤΡΟ Αγ. Παρασκευής),Τ.Κ  152 34",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@physiopolis.gr,https://www.facebook.com/Physiopolis.official?fref=ts,Physiopolis.official,logo_physiopolis.png,,,,Χαλάνδρι(ΜΕΤΡΟΑγ.Παρασκευής),,,,,Physiopolis,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://www.wefit.gr/fitness-places/physiopolis/www.physiopolis.gr,,15234
103,545,"Κότσικα 2 Π.Άρεως – Αθήνα,T.K 10434",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@physiomedica.gr,https://www.facebook.com/physiomedica.iliadis?fref=ts,physiomedica.iliadis,277251_163083170544533_78614410_o.jpg,,,,T.K10434,,,,,Physiomedica dr Iliadis Team Athens,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://physiomedica.gr/physiomedica/,,
104,1476,"Λ. Αμφιθέας 23 , Π.Φάληρο, ΤΚ 17564",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@physicalgym.gr,https://www.facebook.com/PHY24,PHY24,logo (33).jpg,,,,Π.Φάληρο,,,,,Physical Gym,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://www.physicalgym.gr/,,17564
105,256,"Ελληνοσερβικής Φιλίας 63,Αγία Παρασκευή",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,t_ritzakis@hotmail.com,https://www.facebook.com/phoenixboxingclub63/,phoenixboxingclub63,http://www.fightsports.gr/wp-content/uploads/2017/11/phoenix-boxing-club-logo-1.jpg,,6909 156 435,,,2114 039 358,,,,Phoenix Boxing Club,polemikes-texnes,boxing,Boxing,YES,,,NO,,,
106,1586,"Αγ.Βασιλείου 196, Περιστέρι, T.K 12137",Πολεμικές τέχνες,Αθήνα,,,,wefit,,,dojoclubgr@gmail.com,https://www.facebook.com/peristeridojoclub,peristeridojoclub,cropped-dojo-club-copy-300x75.jpg,,,,Περιστέρι,,,,,Dojo Club Peristeri,polemikes-texnes,#REF!,,YES,,,NO,http://dojoclub.gr/find/,,12137
107,146,,Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@performance22.gr,https://www.facebook.com/Performance22,Performance22,logo (9).jpg,,,,,,,,,Performance 22,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://www.performance22.gr/,,
108,1473,"Ζησιμοπούλου 68, Π.Φάληρο, ΤΚ 17564",Κλειστού Χώρου,Αθήνα,,,,wefit,,,peakfitnesshall@gmail.com,https://www.facebook.com/PeakFitnessHall?fref=ts,PeakFitnessHall,logo (20).jpg,,,,Π.Φάληρο,,,,,Golden Peak Fitness,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://www.peakfitness.gr/,,17564
109,291,"Aγ. Πέτρου 36,Αχαρνές",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,archaia_olympia@yahoo.gr,https://www.facebook.com/PasArchaiaOlympia/,PasArchaiaOlympia,http://www.fightsports.gr/wp-content/uploads/2016/09/arxaia-olimpia-logo.jpg,,,,,210 240 24 35,,,,Π.Α.Σ Αρχαία Ολυμπία Ταεκβοντο,polemikes-texnes,tae-kwon-do,Tae Kwon Do,YES,,,NO,,,
110,358,"1.Υπολοχαγού Καββαθά 25,Ζωγράφου - 2.Υμηττού 219,Παγκράτι",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,info@pagration-arena.gr,https://www.facebook.com/pagrationarena/,pagrationarena,http://www.fightsports.gr/wp-content/uploads/2013/12/pagration-arena-logo.jpg,,6948 047 572 - 6945 060 696,,,,,,,Pagration Arena,polemikes-texnes,#N/A,"Brazilian Jiu Jitsu,MMA,Kickboxing,Boxing",YES,,,NO,,,
111,948,"Διάκριας 14 κ Καββαθά 30,Ζωγράφου,T.K: 15773",Κλειστού Χώρου,Αθήνα,,,,wefit,,,themis.vasilis@gmail.com,https://www.facebook.com/pagrationarena,pagrationarena,1463557_374291796050393_2100828282_n.jpg,,,,Ζωγράφου,,,,,Pagration arena,kleistou-xorou,#N/A,ΓΥΜΝΑΣΤΗΡΙΟ,YES,,,NO,http://pagration-arena.gr/,,15773
112,1294,"25ης Μαρτίου & Καλλέργη 27,Μελίσσια,Τ.Κ: 15127",Πολεμικές τέχνες,Αθήνα,,,,wefit,,,,https://www.facebook.com/pages/Team-wolf-31/975477785814457?pnref=story,975477785814457,10612636_594183890691001_8091035390260884407_n.jpg,,,,Μελίσσια,,,,,TEAM WOLF 31,polemikes-texnes,#REF!,,YES,,,NO,http://www.teamwolf31.com/,,15127
113,318,"Θηβών 60,Πειραιάς",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,makis802009@hotmail.com,https://www.facebook.com/pages/Talent-boxing-academy/1714302302130726?fref=ts,1714302302130726,http://www.fightsports.gr/wp-content/uploads/2015/08/talent-boxing-academy-new-logo.jpg,,6944 891 688,,,,,,,Talent Boxing Academy (Dimatos Team),polemikes-texnes,#N/A,"Kickboxing,Boxing",YES,,,NO,,,
114,351,"1.Τυρταίου 5,Μέτς (Στύλες Ολ.Διός) - 2.Γεωργίου Παπανδρέου 87,Ζωγράφου-Γουδί",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,,https://www.facebook.com/pages/PLIAKOS-MUAY-THAI-CAMP/132334743529481?fref=ts,132334743529481,http://www.fightsports.gr/wp-content/uploads/2014/03/954511_10202060931499467_149087617_n.jpg,,6986804968 - 6947558099 - 6973433434,,,,,,,Pliakos Muay Thai Camp,polemikes-texnes,muay-thai,Muay Thai,YES,,,NO,,,
115,143,OAKA-ΚΟΛΥΜΒΗΤΗΡΙΟ,Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/pages/OAKA-BOX/513514568759590,513514568759590,logo (21).png,,,,,,,,,OAKABOX,kleistou-xorou,#N/A,ΓΥΜΝΑΣΤΗΡΙΟ,YES,,,NO,http://www.wefit.gr/fitness-places/oakabox/okbxclub.gr,,
116,1430,"Αγγ.Σικελιανού 2, Νέο Ψυχικό, ΤΚ 11525",Κλειστού Χώρου,Αθήνα,,,,wefit,,,info@flowcenter.gr,https://www.facebook.com/pages/FLOW-CENTER/151832569365?sk=timeline,151832569365,logo (18).jpg,,,,ΝέοΨυχικό,,,,,Flow center,kleistou-xorou,yoga,YOGA,YES,,,NO,http://www.flowcenter.gr/index.php?contentid=46,,11525
117,915,"Ιασωνίδου 58, Ελληνικό, ΤΚ 16777",Κλειστού Χώρου,Αθήνα,,,,wefit,,,bodyconcept@hotmail.gr,https://www.facebook.com/pages/Body-Concept/102312799813336,102312799813336,544682_355759417802005_2085724606_n.jpg,,,,Ελληνικό,,,,,Body Concept,kleistou-xorou,#N/A,ΓΥΜΝΑΣΤΗΡΙΟ,YES,,,NO,,,16777
118,1772,"Λεωφόρος Πεντέλης 150, Χαλάνδρι,T.K15233",Αθλητισμός,Αθήνα,,,,wefit,,,athlokinisi@hotmail.com,https://www.facebook.com/pages/Athlokinisi/441081002638727?fref=ts,441081002638727,logo (24).png,,,,Χαλάνδρι,,,,,ΑΘΛΟΚΙΝΗΣΗ Χαλανδρίου,athlitismos,#N/A,ΡΥΘΜΙΚΗ - ΕΝΟΡΓΑΝΗ,YES,,,NO,http://www.athlokinisi.com.gr/,,15233
119,259,"Καυκάσου 133,Άνω Κυψέλη",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,,https://www.facebook.com/olympionromi/,olympionromi,http://www.fightsports.gr/wp-content/uploads/2017/11/olimpion-romi.jpg,,6906 458 748,,,,,,,Α.Σ Ολυμπίων Ρώμη,polemikes-texnes,tae-kwon-do,Tae Kwon Do,YES,,,NO,,,
120,330,"Βοσπόρου 32,Ελληνικό",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,vasxer1977@gmail.com,https://www.facebook.com/oldschoolfightgym/timeline,oldschoolfightgym,http://www.fightsports.gr/wp-content/uploads/2015/01/fight-old-school-gym.jpg,,,,,Κιν.: 6947 522 295,,,,OLD SCHOOL FIGHT GYM,polemikes-texnes,#N/A,"Kickboxing,Boxing",YES,,,NO,,,
121,292,"Αθήνα,Αστυπάλαια,Ικαρία",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,operationalkravmagagreece@yahoo.com,https://www.facebook.com/okmhellas,okmhellas,http://www.fightsports.gr/wp-content/uploads/2016/09/14407673_1648053778839605_307616394_n.jpg,,6949 073 657,,,,,,,Operational Krav Maga Hellenic Department,polemikes-texnes,krav-manga,Krav Maga,YES,,,NO,,,
122,243,"Θεσσαλονίκης 151,Άνω Πετράλωνα",Πολεμικές τέχνες,Αθήνα,,,,fightsports.gr,,,oimonomaxoi@gmail.com,https://www.facebook.com/oimonomaxoi.gladiatorteam/,oimonomaxoi.gladiatorteam,http://www.fightsports.gr/wp-content/uploads/2016/12/gladiator-team-monomaxoi-logo.jpg,,6944 860 014,,,211 40 37 300,,,,Α.Σ «ΟΙ Μονομάχοι» Gladiator Team,polemikes-texnes,#N/A,"Hapkido,Muay Thai,Kickboxing,Boxing",YES,,,NO,,,
123,575,"Σιπύλου 16,Αγία Βάρβαρα,Τ.Κ 12351",Αθλητισμός,Αθήνα,,,,wefit,,,odysseusbc1@gmail.com,https://www.facebook.com/OdysseusBC/timeline,OdysseusBC,1779242_685876044798709_1324030606_n.jpg,,,,ΑγίαΒάρβαρα,,,,,Οδυσσέας Αγίας Βαρβαρας,athlitismos,basket,Basket,YES,,,NO,http://www.odysseusbc.gr/,,12351
124,164,,Αθλητισμός,Αθήνα,,,,wefit,,,oax@otenet.gr,https://www.facebook.com/oax.tennis,oax.tennis,oax_logo1.png,,,,,,,,,Όμιλος Αντισφαίρισης Χολαργού,athlitismos,tennis,Tennis,YES,,,NO,http://www.oax.gr/index.php,,
125,1456,"Σπύρου Λούη 37, ΟΑΚΑ Μέσα στο κλειστό κολυμβητήριο,T.K 15124",ΑΘΛΗΜΑΤΑ ΒΟΥΝΟΥ,Αθήνα,,,,wefit,,,info@oakaindoorclimbing.gr,https://www.facebook.com/OakaIndoorClimbing/timeline,OakaIndoorClimbing,logo (34).jpg,,,,ΟΑΚΑΜέσαστοκλειστόκολυμβητήριο,,,,,OAKA Indoor Climbing,#N/A,#REF!,,YES,,,NO,http://www.oakaindoorclimbing.gr/,,15124
126,1276,"Οδ. Ανδρούτσου 10 (πλησιον ΗΣΑΠ),Μαρούσι,T.K. 15124",Κλειστού Χώρου,Αθήνα,,,,wefit,,,nicksathleticcenter@yahoo.gr,https://www.facebook.com/nicksathleticcenter,nicksathleticcenter,m12.jpg,,,,Μαρούσι,,,,,Nick's athletic center,kleistou-xorou,gym,Γυμναστήριο,YES,,,NO,http://www.nicks-athletic-center.gr/index.html,,15124
127,1141,"Πάναγνη Τσαλδάρη 58,Κερατσίνι,Τ.Κ: 18757",Κλειστού Χώρου,Αθήνα,,,,wefit,,,,https://www.facebook.com/NAVASANA,NAVASANA,logo3.png,,,,Κερατσίνι,,,,,Navasana,kleistou-xorou,yoga,YOGA,YES,,,NO,http://navasana.gr/,,18757
128,1390,"Αγίου Αντωνίου,Νέα Μάκρη,Τ.Κ: 19007",Αθλητισμός,Αθήνα,,,,wefit,,,info@mvstennis.gr,https://www.facebook.com/MvsTennisSystems?fref=ts,MvsTennisSystems,1468495_557034757705320_197911770_n.jpg,,,,ΝέαΜάκρη,,,,,MVS Tennis Systems,athlitismos,tennis,TENNIS,YES,,,NO,http://www.mvstennissystems.com/el/,,19007
