,UID,about,category,checkins,cover,description,emails,id,latitude,link,located_in,longitude,page_token,phone,picture,street,website
160,1861,Διδάσκεται Ρυθμική Κλασικό μπαλέτο Σύγχρονος χορός Μοντέρνο Γυμναστική,School,8,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/23511027_451808321883201_8248161890466131615_o.jpg?_nc_cat=0&oh=99933051b98bfb00552d39be0d178976&oe=5BA9067E,,xymitouliaballet@yahoo.gr,237286560002046.0,38.026997,https://www.facebook.com/xymitouliaballet/,,23.7883134,xymitouliaballet,2106859999,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/20729195_416965072034193_4742314858547809475_n.jpg?_nc_cat=0&oh=a32f61c66e2c122335f64e2e86e2f6e6&oe=5BE4C27A,ΦΛΕΜΙΝΓΚ 24,http://www.xymitouliaballet.gr
161,1855,Dance & Ballet School Sofia Kartasi - Stathakopoulou,Dance Studio,148,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14463243_1292533337433248_6614084507860727260_n.jpg?_nc_cat=0&oh=3702ca4441a7dd3074c4743b6bd731a1&oe=5BAAD3EB,"Η Σχολή μας λείτουργεί από το 1974 με συνέπεια, αξιοπιστία και αξιοπρέπεια, σ' ένα φιλικό και σύγχρονο περιβάλλον. Οι ιδιόκτητες εγκαταστάσεις μας (3 αίθουσες διδασκαλίας, χώροι αναμονής, αποδυτήρια κ.τ.λ.) πληρούν όλες τις προδιαγραφές ασφαλούς λειτουργίας και υγιεινής του Υπουργείου Πολιτισμού. Η Σχολή μας είναι αναγνωρισμένη από το Κράτος. Μέλος του Σ.Ι.Σ.Χ.Ε. (Σωματείο Ιδιοκτητών Σχολών Χορού Ελλάδος) & μέλος του CID (Conseil International de la Dance). Η Σχολή μας βασίζει τα μαθήματα του κλασικού χορού, στο επίσημο σύστημα διδασκαλίας ""VAGANOVA"", εκπρόσωπο του Ρωσικού Συστήματος Χορού. Οι δασκάλες μας, κάτοχοι διπλώματος αναγνωρισμένων από το Υπουργείο Πολιτισμού, εκτός των τυπικών προσόντων και της εμπειρίας τους, επιλέγονται και διακρίνονται για την αγάπη τους προς το παιδί. Διδάσκουν : - Σοφία Καρτάση - Σταθακοπούλου - Νατάσα Λουρίδα - Έφη Κόκοτα - Λουίζα Κούτρα - Έλενα Παπαθανασίου Οι εγγραφές αρχίζουν από την 1η Σεπτέμβρίου και για όλη την σχολική περίοδο και απευθυνόμαστε σε όλες τις ηλικίες, από 3 ετών και άνω. Τα μαθήματα ξεκινούν απο τις 15 Σεπτεμβρίου με κέφι και όρεξη για νέες δημιουργίες!",bsc.sks@hotmail.com,238795529473706.0,37.9470403,https://www.facebook.com/SKartasi.Ballet.School/,,23.71641397,SKartasi.Ballet.School,302109334216,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/14457261_1292523157434266_3071861740164595665_n.jpg?_nc_cat=0&oh=e174d9c36187a28b9a2fc824e56b44d0&oe=5BA017C7,Agias Sofias 1,http://bscsks.wixsite.com/sofiakartasi
162,1500,Your Family Sports Center/ Swimming - Soccer - Spa - Gym,Gym/Physical Fitness Center,2762,https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/35462825_1849752505080893_6360524094936449024_o.jpg?_nc_cat=0&oh=3836a27f56f55176bd125d0e2f9a921c&oe=5BDF6E45,"Το Okeanos Sports Center είναι ενα σύγχρονο αθλητικό κέντρο, σε μια έκταση 6 στρεμμάτων, με άρτια καταρτισμένο ανθρώπινο δυναμικό και πολλαπλές αθλητικές δραστηριότητες για όλη την οικογένεια. Στο Okeanos Sports Center υπάρχουν προγράμματα για παιδιά και ενήλικες, καθώς και προγράμματα που μπορεί ο γονιός να γυμναστεί με το παιδί του, περνώντας ευχάριστα και δημιουργικά το χρόνο τους! To Okeanos Sports Center διαθέτει κτιριακές εγκαταστάσεις που αποτελούνται από: - 3 Θερμαινόμενες πισίνες με ανοιγόμενη οροφή - 3 Αίθουσες γυμναστηρίου ομαδικών προγραμμάτων, personal training, yoga - Γήπεδα ποδοσφαίρου 5x5 & 8x8 - SPA - Massage, Jacuzzi, Sauna, Hamam - Hair - Nail Studio -Χώρο για εκδηλώσεις & παιδικά πάρτυ - Καφετέρια - Ιδ. Χώρο Στάθμευσης",,239349169454576.0,38.00038702,https://www.facebook.com/okeanos.sc/,,23.91778322,okeanos.sc,213 002 0015,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/32737088_1819591044763706_6937574434580463616_n.jpg?_nc_cat=0&oh=24f74d84a0e6dc2edefdf1f677598701&oe=5BB410F6,ΠΥΛΟΥ 8,www.okeanos-sc.gr
163,165,ΟΜΙΛΟΣ ΞΙΦΑΣΚΙΑΣ ΓΛΥΦΑΔΑΣ www.fencingclub.gr,Sports Club,128,https://scontent.xx.fbcdn.net/v/t1.0-9/14203208_1032625503502660_3205609358499218592_n.jpg?oh=7b9103e47dbec0694862424d64c71499&oe=5B406ABF,ΑΘΛΗΤΙΚΟ ΚΕΝΤΡΟ ΑΓΙΟΥ ΚΟΣΜΑ ΕΛΛΗΝΙΚΟ (ΚΛΕΙΣΤΟ ΓΥΜΝΑΣΤΗΡΙΟ ΤΖΟΥΝΤΟ-ΑΡΣΗΣ ΒΑΡΩΝ) Δ.Σ. ΟΜΙΛΟΥ ΕΛΙΟ ΚΡΥΣΤΑΛΛΙΔΗΣ (ΠΡΟΕΔΡΟΣ) ΑΝΝΑ ΜΕΘΥΜΑΚΗ (ΑΝΤΙΠΡΟΕΔΡΟΣ) ΠΡΟΠΟΝΗΤΡΙΕΣ: ΚΩΝ/ΝΑ & ΑΝΝΑ ΘΕΟΦΙΛΟΥ,info@fencingclub.gr,239789002786318.0,37.87945,https://www.facebook.com/FencingClubGlyfada/,,23.7316499,FencingClubGlyfada,6936609595,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/10612995_661282273970320_1037372966317888500_n.jpg?oh=56613cc8d722cb6591b9cad8b2583b6e&oe=5B073B3E,Ε.Α.Κ.Ν,https://www.fencingclub.gr
164,569,PERSONAL & GROUP TRAINING CLUB,"Stadium, Arena & Sports Venue",0,https://scontent.xx.fbcdn.net/v/t31.0-8/s851x315/861233_495509843839080_1050244266_o.jpg?_nc_cat=0&oh=6bc14769a3ce61fd2fcccd58c21270d0&oe=5BABCD6E,,info@thepulse.gr,240162769373790.0,,https://www.facebook.com/PULSE-240162769373790/,,,PULSE-240162769373790,,https://scontent.xx.fbcdn.net/v/t1.0-1/c42.42.522.522/s50x50/16427_495507367172661_908911630_n.jpg?_nc_cat=0&oh=6b381992d564ab19b68e491162352db3&oe=5BACF67B,ΛΕΟΦΩΡΟΣ ΜΑΡΑΘΩΝΟΣ 4,http://WWW.THEPULSE.GR
165,1868,"Σχολή Χορού - Αναγνωρισμένη από το Κράτος Καραϊσκάκη 49, Αχαρνές Τηλ. +30 2102460479",Education,648,https://scontent.xx.fbcdn.net/v/t1.0-9/q82/s720x720/922814_334813456647869_1882043476_n.jpg?_nc_cat=0&oh=7c432865fac6eded7e1ea1d13bef2491&oe=5BE8CE9D,"ΦΙΛΟΣΟΦΙΑ Σκοπός μας είναι οι μαθητές μας να μάθουν να εκφράζονται μέσα από τα μαθήματα χορού, να εξωτερικεύουν τα συναισθήματα τους και να αποκτούν πλήρη τεχνική και θεωρητική εκπαίδευση στα μαθήματα που διδάσκονται. Με αυτό τον τρόπο αναπτύσσουν την προσωπικότητα τους και το ταλέντο τους, αγαπούν την μουσική και μαθαίνουν την τεχνική του χορού με δημιουργικό και ευχάριστο τρόπο. Η άριστη επικοινωνία και συνεργασία με τους γονείς δημιουργούν ένα κλίμα εμπιστοσύνης και παράλληλα παίζουν μεγάλο ρόλο στη καλύτερη δυνατή απόδοση δασκάλων και μαθητών σε όλες μας τις εκδηλώσεις.",konstach@otenet.gr,240968429365706.0,38.08878294,https://www.facebook.com/KonstaChristina/,,23.73644384,KonstaChristina,#ERROR!,https://scontent.xx.fbcdn.net/v/t1.0-1/c113.59.733.733/s50x50/149762_253086374820578_1683502388_n.jpg?_nc_cat=0&oh=9202c051ab341e2d88c98671fcd154c8&oe=5BB35B87,karaiskaki 49,
166,1717,Fitness studio! Ολές τις νέες τάσεις του fitness θα τις βρείς μόνο στο theConcept Ταύρου! Απο functional &cross μέχρι Aerial yoga!Κορυζή 28 στον Ταύρο.,Yoga Studio,4575,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19145768_696470263878613_2063615971627372494_n.jpg?oh=d92fd9a430b2bd7bd4f8dc5aea903538&oe=5B41B9AF,"Φιλοσοφία Εμπνευσμένο από τη μοναδικότητα και τις ανάγκες κάθε ατόμου, δημιουργήσαμε τον πρώτο Personal Group Fitness χώρο εκγύμνασης στην Ελλάδα με σκοπό να μεταμορφώσει την καθημερινότητα σας ! Το theConcept Group Fitness Terminal είναι ειδικά σχεδιασμένο ώστε να εξυπηρετεί με τρόπο αποτελεσματικό, εξειδικευμένο και απόλυτα ευχάριστο τις ανάγκες κάθε ασκούμενου, προσφέροντας λύσεις και δίνοντας βάσεις για την υγιή και λειτουργική πλευρά της ζωή σας. Επιτυχία Κάντε τη προσωπική σας προπόνηση, ευχάριστη απόδραση από την καθημερινότητα μέσα στις τρείς αίθουσες Group Fitness που διαθέτουμε. Στην καρδιά του Terminal ‘χτυπούν’ τα καλύτερα προγράμματα ομαδικής άσκησης σχεδιασμένα με την υπογραφή και ποιότητα theConcept. Με συνεχιζόμενη και απόλυτα άρτια εκπαίδευση, η ομάδα μας θα δώσει το κίνητρο για να επιτύχετε τους στόχους σας. Με επιμονή και πάθος για την τελειότητα είμαστε οι ειδικοί και πρωτοπόροι στην ομαδική άσκηση. Ποτέ το Group Fitness δεν ήταν τόσο εξειδικευμένο και τόσο προσωπικό. Από τις αίθουσες, το χώρο υποδοχής, τα αποδυτήρια και το προσωπικό μας , όλα είναι σχεδιασμένα ώστε κάθε σας επίσκεψη να είναι μοναδική εμπειρία. theConcept is in your life …",info@tctavros.gr,241150649410579.0,37.9649089,https://www.facebook.com/theConcept.tavrou/,,23.69940877,theConcept.tavrou,302130146969,https://scontent.xx.fbcdn.net/v/t1.0-1/c13.0.50.50/p50x50/10336662_264718190387158_9177353547495588696_n.jpg?oh=3fead70d08278bac1090d5f27db14fba&oe=5B45D7AF,28 Koryzi,http://www.tctavros.gr
167,1859,"""ΧΡΙΣΤΙΑΝΝΑ ΣΚΙΑΔΑ"" Ερασιτεχνική Σχολή Κλασσικού και Σύγχρονου Χορού, αναγνωρισμένη από το Κράτος - Ρώσσικο Σύστημα VAGANOVA, LIMON. RELEASE. GRAHAM",Arts & Entertainment,48,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/32709152_1628367513943373_6579039292083929088_n.png?_nc_cat=0&oh=cf49e8ef09f85aa9b43909e21261a777&oe=5BE5B5F0,Βύρωνος 40 Αργυρούπολη Email: urbandancesociety@gmail.com Μπαλέτο για παιδιά εφήβους και ενήλικες (σύστημα Vaganova) - Barre a Terre Μουσικοκινητική (για ηλικίες 3-5 ετών) - Contemporary - Limon - Release techniques - contact improvisation - Modern Dance - athletic dance - Breakdance - Jazz - Latin - Musical - Μοντέρνο - Power Yoga - Yoga kids - Pilates ΟΛΙΓΟΜΕΛΗ TMHMATA: Παιδικά - Εφηβικά - Ενηλίκων πληροφορίες στα τηλ.6972006023,urbandancesociety@gmail.com,245173202262818.0,37.91788,https://www.facebook.com/UrbanDanceSociety/,,23.74925,UrbanDanceSociety,6972006023,https://scontent.xx.fbcdn.net/v/t1.0-1/c21.0.50.50/p50x50/13450859_965645190215612_606953180330293542_n.jpg?_nc_cat=0&oh=c10b2fae70a5c5f3e8e1a2e9bfbbea8f&oe=5BE35556,Βύρωνος 40 Αργυρούπολη,http://www.urbandancesociety.gr
168,1841,Σχολή χορού Άντας Παπαχρήστου-Γαλομητάκου,Arts & Entertainment,26,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/461741_384116521633564_571685823_o.jpg?_nc_cat=0&oh=88b160690e98576a59a6b643282267b0&oe=5BE5FBEE,Η Σχολή μας λειτουργεί απο το 1997 σε ιδιόκτητους χώρους κατάλληλα εξοπλισμένους με ασφάλεια για τα παιδιά και με πάτωμα ειδικών προδιαγραφών ώστε να απορροφούνται οι κραδασμοί και να μην κινδυνεύουν οι κλειδώσεις των μαθητριών και τω μαθητών μας. Η Σχολή είναι αναγνωρισμένη απο το Υπουργείο Πολιτισμού και μέλος του Σ.Ι.Σ.Χ.Ε. (Σωματείο Ιδιοκτητών Σχολών Χορού Ελλάδας).,galomitakouballet@gmail.com,246013318777219.0,37.9626171,https://www.facebook.com/GalomitakouBallet/,,23.9119194,GalomitakouBallet,,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/538367_384123918299491_1960473264_n.jpg?_nc_cat=0&oh=3df13a84d3232b6349a289087dc89f0b&oe=5BADB853,Βασ. Παύλου 115 & Δ. Παπαχρήστου 1 (είσοδος),www.GalomitakouBallet.gr
169,771,,Sports Team,143,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/22492_828301543930888_6560642739683927971_n.jpg?oh=7eef1b179271968f9cf1ee1a6ee5dc0a&oe=5B3571CB,,,246495212111527.0,37.83613306,https://www.facebook.com/Varitennisclub/,,23.7939596,Varitennisclub,2108990460,https://scontent.xx.fbcdn.net/v/t1.0-1/c15.22.184.184/s50x50/64177_246495358778179_461908118_n.jpg?oh=9833a8df0f89da1b4336cc0b7fdfae1c&oe=5B048C62,Paizi 56,http://www.varitennisclub.gr/
170,744,studio yoga-pilates equipment-zumba-bosu-TRX-cross training-power pump-medicine-aerial yoga! δυνατότητα personal training.,Yoga Studio,15450,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/29983192_1771376052929190_6862490574062356322_o.jpg?_nc_cat=0&oh=c216f3a2c01fff709dcea3bb5421bd7d&oe=5BB6BB3D,"Ένας χώρος φιλικός που μπορεί να καλύψει όλες της ανάγκες του σύγχρονου ανθρώπου τόσο στο σωματίκο αλλά και πνευματικό επίπεδο με τις μέθοδους yoga,pilates αλλά και πόλλα αλλά ειδη λειτουργίκης γυμναστίκης.Ακόμα τμήματα χορού για μικρούς και μεγάλους μουσικόκινητική αγωγή,σύγχρονο & αυτοσχεδιασμό,latin, κ.α.",bodymental@hotmail.gr,247414588658685.0,37.96726346,https://www.facebook.com/Bodymental-studio-yoga-pilates-247414588658685/,,23.99399416,Bodymental-studio-yoga-pilates-247414588658685,2294087852,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/29683149_1750437155023080_4511154285636531433_n.jpg?_nc_cat=0&oh=cec6d944eeac6bae8ec386e1674815f7&oe=5BEB3D72,Λ. Καραμανλή 95,http://www.bodymental.com.gr
171,1316,"http://www.tokaido.gr Αθήνα, Αγία Παρασκευή, Μαρούσι (ΟΑΚΑ) και Ραφήνα.",Athlete,0,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/13503023_1158304630889147_4024500692895769202_o.jpg?oh=bb3589e7a33da0632b909e4d0df9feb9&oe=5B3D8603,"Το Aikido Dojo Tokaido ιδρύθηκε το 2010 από τον Πέτρο Μουλαγιάννη 5. Dan Aikikai Hombu Dojo, με την υποστήριξη του Νίκου Κλάππα 3. Dan Aikikai Hombu Dojo. Το Aikido Dojo Tokaido είναι αφιερωμένο στην πρακτική εξάσκηση, τη διάδοση και τη διατήρηση της ιαπωνικής πολεμικής τέχνης του Αϊκίντο. Σήμερα καλύπτει τέσσερις περιοχές του Νομού Αττικής, με τη λειτουργία σχολών σε Αθήνα, Αγία Παρασκευή, Μαρούσι (ΟΑΚΑ) και Ραφήνα, ενώ όλες οι σχολές είναι ιδρυτικά μέλη της Ελληνικής Ενώσεως Αϊκίντο. Τα Aikido Tokaido Dojo-s είναι υπό την τεχνική επίβλεψη του Michel Erb Sensei, 6. Dan Aikikai, μαθητή του Shihan Christian Tissier 8. Dan Aikikai Hombu Dojo. Μέσω της Ελληνικής Ενώσεως Αϊκίντο και υπό την εποπτεία του Michel Erb Sensei τα Aikido Tokaido Dojo-s συνδέονται με την Παγκόσμια Έδρα του Αϊκίντο – Aikikai Foundation στο Τόκιο. Θα μας βρείτε: Zen Center Πλατεία Αγ. Ειρήνης Βασιλικής 2 & Λιμπονά, Αθήνα ΠΡΟΓΡΑΜΜΑ Δευτέρα-Τετάρτη-Παρασκευή: 18.00-19.30 Αθλητικός Όμιλος Ραφήνας Λ. Φλέμινγκ 51, Ραφήνα ΠΡΟΓΡΑΜΜΑ Δευτέρα -Πέμπτη 20.00 - 22.00 Παρασκευή 20.00 - 21.00 Ακαδημία Πολεμικών Τεχνών - Martial Way ΟΑΚΑ ~ Ολυμπιακό Ποδηλατοδρόμιο ΠΡΟΓΡΑΜΜΑ Δευτέρα - Τετάρτη - Πέμπτη 21.00 - 22.00 Hagakure Dojo Αγ. Ιωάννου 75, Αγ. Παρασκευή ΠΡΟΓΡΑΜΜΑ Δευτέρα & Πέμπτη 19.00 - 20.30",tokaidogr@gmail.com,247500845302868.0,,https://www.facebook.com/tokaidogr/,,,tokaidogr,,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/1779821_685483531504595_1692394497_n.png?oh=b48b1c35825713cd3fff4307f0ddb229&oe=5B3F900D,,http://www.tokaido.gr/
172,1634,,Health/Beauty,512,https://scontent.xx.fbcdn.net/v/t1.0-0/p480x480/25152325_1532149680197514_6973016804506394684_n.jpg?_nc_cat=0&oh=eeac3f6d1804a239b890a5bacace0bdc&oe=5BA954B2,Καλώς ήρθατε στo προφίλ του Polis Gym! Σε ένα άνετο και ζεστό περιβάλλον το Polis Gym παρέχει πλήρεις υπηρεσίες εκγύμνασης για μεγάλους και παιδιά. Το γυμναστήριο μας είναι ένας υπεσύγχρονος χώρος άθλησης στον οποίο μπορείτε να επιλέξετε το πρόγραμμα που σας ταιριάζει μέσα από μια σειρά υπηρεσιών που περιλαμβάνει: Ομαδικά Προγράμματα Personal Training Sauna-Solarium-Massage Krav Maga Θεραπευτική Γυμναστική Aqua Aerobic Ελεύθερη Κολύμβηση Παιδικά Τμήματα Κολύμβησης Tae Kwo Do για παιδιά Παιδικά Πάρτυ Pilates,polisgym@gmail.com,250634991682329.0,38.03276574,https://www.facebook.com/Polis-Gym-250634991682329/,,23.80828566,Polis-Gym-250634991682329,2106107814,https://scontent.xx.fbcdn.net/v/t1.0-1/c52.52.645.645/s50x50/541978_308192995926528_1403849618_n.jpg?_nc_cat=0&oh=522225c30816fef5aa9698d64bc5ec83&oe=5BABAEFB,Σάμου 28 Πολύδροσο Μαρούσι,www.polisgym.gr
173,1346,,Amateur Sports Team,82,https://scontent.xx.fbcdn.net/v/t1.0-9/32440382_1995796183795845_237088886298247168_n.jpg?_nc_cat=0&oh=101a041b5c7519f37e83103f26833d46&oe=5BE03D69,,"info@pyrsos.gr,tasosradis@gmail.com",251016628273818.0,,https://www.facebook.com/PYRSOSGLOVESCLUB/,,,PYRSOSGLOVESCLUB,2102823469,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/32372837_1995801057128691_6552810128670720_n.jpg?_nc_cat=0&oh=19955ac02863b15af5a09ba7b22a24c2&oe=5BA311EB,ΚΟΛΟΚΟΤΡΩΝΗ 24,http://www.pyrsos.gr
174,690,"Φίλοι windsurfάδες, στην παραλία Αλυκών Αναβύσσου δημιουργήσαμε τον ιδανικότερο χώρο για εμάς τους σερφάδες",Sports & Recreation,0,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/430534_281399288597684_2080357335_n.jpg?_nc_cat=0&oh=b37c8932a2937ee19fa28e32e7fc9296&oe=5BA14195,"Στο χώρο μας προσφέρεται: - Εκμάθηση Windsurf, Kite-surf, Stand Up Paddle, Kanoe- Kayak, Wakeboard, Water Ski - Ενοικίαση, Φύλαξη & Επισκευές εξοπλισμού - Κατάστημα ρούχων και εξοπλισμού - Διοργάνωση εκδρομών με Μotor boat η Sailing boat - Cafe Lounge Βar Restaurant & Beach Bar - Πολυχώρος Εκδηλώσεων",info@kourosclub.gr,251783124892634.0,,https://www.facebook.com/Kouros-Club-251783124892634/,,,Kouros-Club-251783124892634,302291040804,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/407874_255047801232833_273509118_n.jpg?_nc_cat=0&oh=35ae38ab8bd7d944982439dfedb96d1f&oe=5BE038C6,"Alykes Beach, Anavyssos",http://www.kourosclub.gr
175,144,"YOGA studios. Για να φέρουμε σε επαφή τη Ψυχή, το Σώμα και το Νου.",Yoga Studio,1083,https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/28168452_1572949486116852_3621467359005907871_n.jpg?oh=ad974f05f5b9309fa329a7bd65d9f102&oe=5B0D54D6,"OSOYOGA σημαίνει Open Senses Of YOGA. Πρόθεση του OSOYOGA είναι να ενσωματώσουμε τις 5 κινήσεις της PRANA (ΕΝΕΡΓΕΙΑ ΖΩΗΣ) μέσα στη κίνησή μας, να ελευθερώσουμε το σώμα μας απο τις εντάσεις που δημιουργεί η καθημερινότητα και να φέρουμε σε ισορροπία το νευρικό μας σύστημα. Μ’ αυτόν το τρόπο να κατορθώσουμε να βρούμε το κέντρο μας SPANDA ...",osoyogadina@yahoo.com,254643377947476.0,37.86912538,https://www.facebook.com/glyfada.osoyogastudios/,,23.7663345,glyfada.osoyogastudios,6975595321,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/12642516_942810819130725_351857878684986480_n.jpg?oh=6e23bcce914848ee753714bbbc4340af&oe=5B3D1F1D,"Γούναρη 211Α, Γλυφάδα",http://www.osoyogastudios.com
176,264,College of Combat and Physical Wellness Κολλέγιο Μάχης και Φυσικής Ευεξίας,Amateur Sports Team,22,https://scontent.xx.fbcdn.net/v/t31.0-0/p180x540/1534740_448624155239461_147627936_o.jpg?oh=177430bcc8aa0bd473d04093fec2a439&oe=5B0C12B4,"Mαχητικά Αθλήματα: KICK BOXING, ΠΥΓΜΑΧΙΑ, MIXED MARTIAL ARTS, BRAZILIAN JIU JITSU, KENDO Πολεμικές Τέχνες: NINJUTSU, BARTITSU, TAI CHI CHUAN, SAYOK KALI, ΜΕΣΑΙΩΝΙΚΗ ΣΠΑΘΑΣΚΙΑ, KRAV MAGA Παιδικά τμήματα: TAE KWON DO (3-5 ΕΤΩΝ & 6-12 ΕΤΩΝ), JUDO (5-12 ΕΤΩΝ), KICK BOXING (8-13 ΕΤΩΝ), TANG SOO DO (3-5 ΕΤΩΝ & 6-12 ΕΤΩΝ)), KRAV MAGA KIDS (7-12 ΕΤΩΝ), ZOYZOYNΙΑ ΕΝ ΔΡΑΣΕΙ (18-36 ΜΗΝΩΝ) Προγράμματα Ευεξίας: CROSSFIT, HATHA YOGA",coriolanoscollege@gmail.com,254835744618304.0,,https://www.facebook.com/coriolanoscollege/,,,coriolanoscollege,210 9732344,https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/188290_334457883322756_92954993_n.jpg?oh=066ae5eb633b93f6a08a87326a7c1cb0&oe=5B4C7FAF,"Σκιάθου 26, Ηλιούπολη",www.coriolanos.gr
177,353,,Education,31,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/28516258_1939204392756829_7167484768277215515_o.png?_nc_cat=0&oh=ff7d4cd3224eb05ae2382d631604f905&oe=5B9EDB47,"Η Πανελλήνια Ένωση Χαπκίντο (ΠEX) με πρόεδρο τον προσωπικό μαθητή του Grand Master Kwang Sik Myung, Master Ευάγγελο Θάνο, 7ου Βαθμού (Dan) μαύρη ζώνη στο Hapkido και 8ου Βαθμού (Dan) μαύρη ζώνη στο Tae Kwon Do, είναι ο μόνος φορέας στην Ελλάδα που μπορεί να εγγυηθεί τη συνεχή εκπαίδευση και υποστήριξη σε κάθε επίπεδο, ως μέλος της Παγκόσμιας Ομοσπονδίας Χαπκίντο (World Hapkido Federation). Αξιοσημείωτο είναι ότι η W.H.F. είναι η μοναδική ομοσπονδία Hapkido η οποία εξασκεί όλη την ύλη του αυθεντικού παραδοσιακού Hapkido με πάνω από 3.500 βασικές τεχνικές και περίπου 10.000 συνδυασμούς.",,255474924463126.0,37.9108009,https://www.facebook.com/Greek-Hapkido-Association-255474924463126/,,23.7508202,Greek-Hapkido-Association-255474924463126,210-9938401,https://scontent.xx.fbcdn.net/v/t1.0-1/c0.0.50.50/p50x50/13731637_1297409973602944_3218460424754962266_n.jpg?_nc_cat=0&oh=505f670b7a9e520512944cd7dc75212c&oe=5BADE22C,Φλεμινγκ 6 Αργυρουπολη,http://www.hapkidogreece.com/
178,731,,Education,31,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/28516258_1939204392756829_7167484768277215515_o.png?_nc_cat=0&oh=ff7d4cd3224eb05ae2382d631604f905&oe=5B9EDB47,"Η Πανελλήνια Ένωση Χαπκίντο (ΠEX) με πρόεδρο τον προσωπικό μαθητή του Grand Master Kwang Sik Myung, Master Ευάγγελο Θάνο, 7ου Βαθμού (Dan) μαύρη ζώνη στο Hapkido και 8ου Βαθμού (Dan) μαύρη ζώνη στο Tae Kwon Do, είναι ο μόνος φορέας στην Ελλάδα που μπορεί να εγγυηθεί τη συνεχή εκπαίδευση και υποστήριξη σε κάθε επίπεδο, ως μέλος της Παγκόσμιας Ομοσπονδίας Χαπκίντο (World Hapkido Federation). Αξιοσημείωτο είναι ότι η W.H.F. είναι η μοναδική ομοσπονδία Hapkido η οποία εξασκεί όλη την ύλη του αυθεντικού παραδοσιακού Hapkido με πάνω από 3.500 βασικές τεχνικές και περίπου 10.000 συνδυασμούς.",,255474924463126.0,37.9108009,https://www.facebook.com/Greek-Hapkido-Association-255474924463126/,,23.7508202,Greek-Hapkido-Association-255474924463126,210-9938401,https://scontent.xx.fbcdn.net/v/t1.0-1/c0.0.50.50/p50x50/13731637_1297409973602944_3218460424754962266_n.jpg?_nc_cat=0&oh=505f670b7a9e520512944cd7dc75212c&oe=5BADE22C,Φλεμινγκ 6 Αργυρουπολη,http://www.hapkidogreece.com/
179,79,Σχολες Χορου APOLLON,Education,0,https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/413928_334011696651454_797648229_o.jpg?oh=49d9d3cba0b6a2d258b7028da213443e&oe=5B0CCCE0,Αυτη ειναι η official page των σχολων χορου Apollon Dance Studio!!! ΣΧΟΛΕΣ ΧΟΡΟΥ...... ~ LATIN : Rumba-Samba Cha_Cha-Mambo Salsa-Merengue Bachatta-Paso Doble Jive-Cumbia Swing-Rock 'n' Roll ~ ΕΥΡΩΠΑΙΚΟΙ : Waltz Viennese Waltz Fox-trot Tango Quickstep ~ ΜΟΝΤΕΡΝΟΙ : Disco Συγχρονο Break dance Hip hop R 'n' B ~ ΕΛΛΗΝΙΚΟΙ : Συρτακι Ζειμπεκικο Χασαπικο Καλαματιανος Τσαμικος Χασαποσερβικο Τσιφτετελι,info@apollondancestudio.gr,260252274027397.0,,https://www.facebook.com/Apollon.Dance.Studio/,,,Apollon.Dance.Studio,*2102696126 *2102631068 *2102692503 *2102692502 *2102696125 *2102522231 *2102522232 *2102815501 *2102815601,https://scontent.xx.fbcdn.net/v/t1.0-1/c0.0.50.50/p50x50/1798675_686206908098596_1715468266_n.jpg?oh=7f4ccb52d8dc5758649a033eb4cb3a3a&oe=5AFF8786,"1)ΠΕΤΡΟΥΠΟΛΗ,ΛΕΟΝΤΙΟΥ 3 (ΑΠΟ ΠΕΤΡΟΥΠΟΛΕΩΣ 57) 2)AΓ. ΑΝΑΡΓΥΡΟΙ, ΚΛΕΙΣΟΥΡΑΣ 20, 3)ΙΛΙΟΝ, ΝΑΥΣΙΚΑΣ 118 & ΠΡΕΣΠΑΣ 18 (ΡΑΔΙΟΦΩΝΙΑ)",http://www.apollondancestudio.gr
